,word,transcript,freq,corr
5164,"['п', 'ь', 'е', 'с', 'у']","[""p'"", 'j', 'e', 's', 'u']",16,"[('п', ""p'""), ('ь', '-'), ('е', 'je'), ('с', 's'), ('у', 'u')]"
5165,"['п', 'ь', 'е', 'с', 'ы']","[""p'"", 'j', 'e', 's', 'y']",3,"[('п', ""p'""), ('ь', '-'), ('е', 'je'), ('с', 's'), ('ы', 'y')]"
5166,"['п', 'ь', 'ю', 'т']","[""p'"", 'j', 'u', 't']",12,"[('п', ""p'""), ('ь', '-'), ('ю', 'ju'), ('т', 't')]"
5167,"['п', 'ь', 'я', 'н', 'е', 'л', 'а']","[""p'"", 'j', 'i', ""n'"", 'e', 'l', 'a']",3,"[('п', ""p'""), ('ь', '-'), ('я', 'ji'), ('н', ""n'""), ('е', 'e'), ('л', 'l'), ('а', 'a')]"
5168,"['п', 'ь', 'я', 'н', 'ч', 'у', 'ж', 'к', 'а']","[""p'"", 'j', 'i', ""n'"", 'ch', 'u', 'sh', 'k', 'a']",3,"[('п', ""p'""), ('ь', '-'), ('я', 'ji'), ('н', ""n'""), ('ч', 'ch'), ('у', 'u'), ('ж', 'sh'), ('к', 'k'), ('а', 'a')]"
5169,"['п', 'я', 'т', 'а', 'к']","[""p'"", 'i', 't', 'a', 'k']",8,"[('п', ""p'""), ('я', 'i'), ('т', 't'), ('а', 'a'), ('к', 'k')]"
5170,"['п', 'я', 'т', 'и', 'а', 'л', 'т', 'ы', 'н', 'н', 'ы', 'й']","[""p'"", 'i', ""t'"", 'i', 'a', 'l', 't', 'y', 'n', 'n', 'y', 'j']",8,"[('п', ""p'""), ('я', 'i'), ('т', ""t'""), ('и', 'i'), ('а', 'a'), ('л', 'l'), ('т', 't'), ('ы', 'y'), ('н', 'n'), ('н', 'n'), ('ы', 'y'), ('й', 'j')]"
5171,"['п', 'я', 'т', 'и', 'к', 'л', 'а', 'с', 'с', 'н', 'и', 'к']","[""p'"", 'i', ""t'"", 'i', 'k', 'l', 'a', ""s'"", ""n'"", 'i', 'k']",8,"[('п', ""p'""), ('я', 'i'), ('т', ""t'""), ('и', 'i'), ('к', 'k'), ('л', 'l'), ('а', 'a'), ('с', ""s'""), ('с', '-'), ('н', ""n'""), ('и', 'i'), ('к', 'k')]"
5172,"['п', 'я', 'т', 'и', 'к', 'л', 'а', 'с', 'с', 'н', 'и', 'к', 'и']","[""p'"", 'i', ""t'"", 'i', 'k', 'l', 'a', ""s'"", ""n'"", 'i', ""k'"", 'i']",16,"[('п', ""p'""), ('я', 'i'), ('т', ""t'""), ('и', 'i'), ('к', 'k'), ('л', 'l'), ('а', 'a'), ('с', ""s'""), ('с', '-'), ('н', ""n'""), ('и', 'i'), ('к', ""k'""), ('и', 'i')]"
5173,"['п', 'я', 'т', 'и', 'м', 'и', 'н', 'у', 'т', 'к', 'и']","[""p'"", 'i', ""t'"", 'i', ""m'"", 'i', 'n', 'u', 't', ""k'"", 'i']",8,"[('п', ""p'""), ('я', 'i'), ('т', ""t'""), ('и', 'i'), ('м', ""m'""), ('и', 'i'), ('н', 'n'), ('у', 'u'), ('т', 't'), ('к', ""k'""), ('и', 'i')]"
5174,"['п', 'я', 'т', 'и', 'э', 'т', 'а', 'ж', 'н', 'ы', 'х']","[""p'"", 'i', ""t'"", 'i', 'y', 't', 'a', 'zh', 'n', 'y', 'h']",3,"[('п', ""p'""), ('я', 'i'), ('т', ""t'""), ('и', 'i'), ('э', 'y'), ('т', 't'), ('а', 'a'), ('ж', 'zh'), ('н', 'n'), ('ы', 'y'), ('х', 'h')]"
5175,"['п', 'я', 'т', 'н', 'а', 'д', 'ц', 'а', 'т', 'ь']","[""p'"", 'i', 't', 'n', 'a', 'c', 'c', 'a', ""t'""]",12,"[('п', ""p'""), ('я', 'i'), ('т', 't'), ('н', 'n'), ('а', 'a'), ('д', 'c'), ('ц', 'c'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
5176,"['п', 'я', 'т', 'н', 'а', 'м', 'и']","[""p'"", 'a', 't', 'n', 'a', ""m'"", 'i']",3,"[('п', ""p'""), ('я', 'a'), ('т', 't'), ('н', 'n'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
5177,"['п', 'я', 'т', 'н', 'и', 'ц', 'а']","[""p'"", 'a', ""t'"", ""n'"", 'i', 'c', 'a']",7,"[('п', ""p'""), ('я', 'a'), ('т', ""t'""), ('н', ""n'""), ('и', 'i'), ('ц', 'c'), ('а', 'a')]"
5178,"['п', 'я', 'т', 'о', 'г', 'о']","[""p'"", 'a', 't', 'a', 'v', 'a']",30,"[('п', ""p'""), ('я', 'a'), ('т', 't'), ('о', 'a'), ('г', 'v'), ('о', 'a')]"
5179,"['п', 'я', 'т', 'о', 'й']","[""p'"", 'a', 't', 'a', 'j']",3,"[('п', ""p'""), ('я', 'a'), ('т', 't'), ('о', 'a'), ('й', 'j')]"
5180,"['п', 'я', 'т', 'о', 'м']","[""p'"", 'a', 't', 'a', 'm']",10,"[('п', ""p'""), ('я', 'a'), ('т', 't'), ('о', 'a'), ('м', 'm')]"
5181,"['п', 'я', 'т', 'ь']","[""p'"", 'a', ""t'""]",77,"[('п', ""p'""), ('я', 'a'), ('т', ""t'""), ('ь', '-')]"
5182,"['п', 'я', 'т', 'ь', 'д', 'е', 'с', 'я', 'т']","[""p'"", 'i', ""d'"", ""d'"", 'i', ""s'"", 'a', 't']",25,"[('п', ""p'""), ('я', 'i'), ('т', ""d'""), ('ь', '-'), ('д', ""d'""), ('е', 'i'), ('с', ""s'""), ('я', 'a'), ('т', 't')]"
5183,"['п', 'я', 'т', 'ь', 'с', 'о', 'т']","[""p'"", 'i', 'c', 'o', 't']",3,"[('п', ""p'""), ('я', 'i'), ('т', '-'), ('ь', '-'), ('с', 'c'), ('о', 'o'), ('т', 't')]"
5184,"['п', 'я', 'т', 'я', 'с', 'ь']","[""p'"", 'a', ""t'"", 'i', ""s'""]",8,"[('п', ""p'""), ('я', 'a'), ('т', ""t'""), ('я', 'i'), ('с', ""s'""), ('ь', '-')]"
5185,"['р', 'а', 'б', 'о', 'т', 'а', 'е', 'т']","['r', 'a', 'b', 'o', 't', 'a', 'i', 't']",46,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('а', 'a'), ('е', 'i'), ('т', 't')]"
5186,"['р', 'а', 'б', 'о', 'т', 'а', 'л']","['r', 'a', 'b', 'o', 't', 'a', 'l']",27,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('а', 'a'), ('л', 'l')]"
5187,"['р', 'а', 'б', 'о', 'т', 'а', 'л', 'а']","['r', 'a', 'b', 'o', 't', 'a', 'l', 'a']",19,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
5188,"['р', 'а', 'б', 'о', 'т', 'а', 'т', 'ь']","['r', 'a', 'b', 'o', 't', 'a', ""t'""]",16,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
5189,"['р', 'а', 'б', 'о', 'т', 'а', 'ю', 'т']","['r', 'a', 'b', 'o', 't', 'a', 'j', 'u', 't']",8,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('а', 'a'), ('ю', 'ju'), ('т', 't')]"
5190,"['р', 'а', 'б', 'о', 'т', 'е']","['r', 'a', 'b', 'o', ""t'"", 'i']",30,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', ""t'""), ('е', 'i')]"
5191,"['р', 'а', 'б', 'о', 'т', 'н', 'и', 'к']","['r', 'a', 'b', 'o', ""t'"", ""n'"", 'i', 'k']",3,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', ""t'""), ('н', ""n'""), ('и', 'i'), ('к', 'k')]"
5192,"['р', 'а', 'б', 'о', 'т', 'о', 'й']","['r', 'a', 'b', 'o', 't', 'a', 'j']",9,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('о', 'a'), ('й', 'j')]"
5193,"['р', 'а', 'б', 'о', 'т', 'у']","['r', 'a', 'b', 'o', 't', 'u']",66,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('у', 'u')]"
5194,"['р', 'а', 'б', 'о', 'т', 'ы']","['r', 'a', 'b', 'o', 't', 'y']",76,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('т', 't'), ('ы', 'y')]"
5195,"['р', 'а', 'б', 'о', 'ч', 'е', 'г', 'о']","['r', 'a', 'b', 'o', 'ch', 'i', 'v', 'a']",3,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('ч', 'ch'), ('е', 'i'), ('г', 'v'), ('о', 'a')]"
5196,"['р', 'а', 'б', 'о', 'ч', 'и', 'й']","['r', 'a', 'b', 'o', 'ch', 'i', 'j']",9,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('ч', 'ch'), ('и', 'i'), ('й', 'j')]"
5197,"['р', 'а', 'б', 'о', 'ч', 'и', 'х']","['r', 'a', 'b', 'o', 'ch', 'i', 'h']",8,"[('р', 'r'), ('а', 'a'), ('б', 'b'), ('о', 'o'), ('ч', 'ch'), ('и', 'i'), ('х', 'h')]"
5198,"['р', 'а', 'в', 'е', 'н']","['r', 'a', ""v'"", 'i', 'n']",2,"[('р', 'r'), ('а', 'a'), ('в', ""v'""), ('е', 'i'), ('н', 'n')]"
5199,"['р', 'а', 'в', 'н', 'о', 'в', 'е', 'с', 'и', 'е']","['r', 'a', 'v', 'n', 'a', ""v'"", 'e', ""s'"", 'i', 'j', 'i']",3,"[('р', 'r'), ('а', 'a'), ('в', 'v'), ('н', 'n'), ('о', 'a'), ('в', ""v'""), ('е', 'e'), ('с', ""s'""), ('и', 'i'), ('е', 'ji')]"
5200,"['р', 'а', 'в', 'н', 'о', 'п', 'р', 'а', 'в', 'и', 'е']","['r', 'a', 'v', 'n', 'a', 'p', 'r', 'a', ""v'"", 'i', 'j', 'i']",11,"[('р', 'r'), ('а', 'a'), ('в', 'v'), ('н', 'n'), ('о', 'a'), ('п', 'p'), ('р', 'r'), ('а', 'a'), ('в', ""v'""), ('и', 'i'), ('е', 'ji')]"
5201,"['р', 'а', 'в', 'н', 'ы', 'м']","['r', 'a', 'v', 'n', 'y', 'm']",3,"[('р', 'r'), ('а', 'a'), ('в', 'v'), ('н', 'n'), ('ы', 'y'), ('м', 'm')]"
5202,"['р', 'а', 'д', 'а']","['r', 'a', 'd', 'a']",9,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('а', 'a')]"
5203,"['р', 'а', 'д', 'и', 'о']","['r', 'a', ""d'"", 'i', 'o']",28,"[('р', 'r'), ('а', 'a'), ('д', ""d'""), ('и', 'i'), ('о', 'o')]"
5204,"['р', 'а', 'д', 'и', 'о', 'л', 'у']","['r', 'a', ""d'"", 'i', 'o', 'l', 'u']",6,"[('р', 'r'), ('а', 'a'), ('д', ""d'""), ('и', 'i'), ('о', 'o'), ('л', 'l'), ('у', 'u')]"
5205,"['р', 'а', 'д', 'и', 'о', 'м', 'а', 'г', 'а', 'з', 'и', 'н', 'е']","['r', 'a', ""d'"", 'i', 'o', 'm', 'a', 'g', 'a', ""z'"", 'i', ""n'"", 'i']",3,"[('р', 'r'), ('а', 'a'), ('д', ""d'""), ('и', 'i'), ('о', 'o'), ('м', 'm'), ('а', 'a'), ('г', 'g'), ('а', 'a'), ('з', ""z'""), ('и', 'i'), ('н', ""n'""), ('е', 'i')]"
5206,"['р', 'а', 'д', 'и', 'о', 'п', 'о', 'л', 'е']","['r', 'a', ""d'"", 'i', 'a', 'p', 'o', ""l'"", 'i']",3,"[('р', 'r'), ('а', 'a'), ('д', ""d'""), ('и', 'i'), ('о', 'a'), ('п', 'p'), ('о', 'o'), ('л', ""l'""), ('е', 'i')]"
5207,"['р', 'а', 'д', 'и', 'о', 'п', 'р', 'и', 'ё', 'м', 'н', 'и', 'к']","['r', 'a', ""d'"", 'i', 'o', 'p', ""r'"", 'i', 'j', 'o', 'm', ""n'"", 'i', 'k']",3,"[('р', 'r'), ('а', 'a'), ('д', ""d'""), ('и', 'i'), ('о', 'o'), ('п', 'p'), ('р', ""r'""), ('и', 'i'), ('ё', 'jo'), ('м', 'm'), ('н', ""n'""), ('и', 'i'), ('к', 'k')]"
5208,"['р', 'а', 'д', 'и', 'у', 'с']","['r', 'a', ""d'"", 'i', 'u', 's']",3,"[('р', 'r'), ('а', 'a'), ('д', ""d'""), ('и', 'i'), ('у', 'u'), ('с', 's')]"
5209,"['р', 'а', 'д', 'и', 'у', 'с', 'а']","['r', 'a', ""d'"", 'i', 'u', 's', 'a']",3,"[('р', 'r'), ('а', 'a'), ('д', ""d'""), ('и', 'i'), ('у', 'u'), ('с', 's'), ('а', 'a')]"
5210,"['р', 'а', 'д', 'о', 'в', 'а', 'т', 'ь', 'с', 'я']","['r', 'a', 'd', 'a', 'v', 'a', 'c', 'a']",14,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('т', '-'), ('ь', '-'), ('с', 'c'), ('я', 'a')]"
5211,"['р', 'а', 'д', 'о', 'с', 'т', 'и']","['r', 'a', 'd', 'a', ""s'"", ""t'"", 'i']",11,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('и', 'i')]"
5212,"['р', 'а', 'д', 'о', 'с', 'т', 'н', 'о']","['r', 'a', 'd', 'a', 's', 'n', 'a']",8,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('о', 'a'), ('с', 's'), ('т', '-'), ('н', 'n'), ('о', 'a')]"
5213,"['р', 'а', 'д', 'о', 'с', 'т', 'н', 'ы', 'й']","['r', 'a', 'd', 'a', 's', 'n', 'y', 'j']",3,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('о', 'a'), ('с', 's'), ('т', '-'), ('н', 'n'), ('ы', 'y'), ('й', 'j')]"
5214,"['р', 'а', 'д', 'о', 'с', 'т', 'ь']","['r', 'a', 'd', 'a', ""s'"", ""t'""]",46,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
5215,"['р', 'а', 'д', 'о', 'с', 'т', 'ь', 'ю']","['r', 'a', 'd', 'a', ""s'"", ""t'"", 'j', 'u']",14,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('ь', '-'), ('ю', 'ju')]"
5216,"['р', 'а', 'д', 'у', 'е', 'т', 'с', 'я']","['r', 'a', 'd', 'u', 'j', 'i', 'c', 'a']",3,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('у', 'u'), ('е', 'ji'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
5217,"['р', 'а', 'д', 'у', 'ю', 'с', 'ь']","['r', 'a', 'd', 'u', 'j', 'u', ""s'""]",8,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('у', 'u'), ('ю', 'ju'), ('с', ""s'""), ('ь', '-')]"
5218,"['р', 'а', 'д', 'у', 'ю', 'т', 'с', 'я']","['r', 'a', 'd', 'u', 'j', 'u', 'c', 'a']",3,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('у', 'u'), ('ю', 'ju'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
5219,"['р', 'а', 'д', 'ы']","['r', 'a', 'd', 'y']",16,"[('р', 'r'), ('а', 'a'), ('д', 'd'), ('ы', 'y')]"
5220,"['р', 'а', 'з']","['r', 'a', 's']",280,"[('р', 'r'), ('а', 'a'), ('з', 's')]"
5221,"['р', 'а', 'з', 'а']","['r', 'a', 'z', 'a']",59,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('а', 'a')]"
5222,"['р', 'а', 'з', 'б', 'а', 'в', 'л', 'я', 'т', 'ь']","['r', 'a', 'z', 'b', 'a', 'v', ""l'"", 'a', ""t'""]",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', 'b'), ('а', 'a'), ('в', 'v'), ('л', ""l'""), ('я', 'a'), ('т', ""t'""), ('ь', '-')]"
5223,"['р', 'а', 'з', 'б', 'е', 'ж', 'а', 'л', 'с', 'я']","['r', 'a', 'z', ""b'"", 'i', 'zh', 'a', 'l', ""s'"", 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('е', 'i'), ('ж', 'zh'), ('а', 'a'), ('л', 'l'), ('с', ""s'""), ('я', 'a')]"
5224,"['р', 'а', 'з', 'б', 'е', 'р', 'е', 'ш', 'ь']","['r', 'a', 'z', ""b'"", 'i', ""r'"", 'o', 'sh']",8,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'o'), ('ш', 'sh'), ('ь', '-')]"
5225,"['р', 'а', 'з', 'б', 'е', 'р', 'и', 'с', 'ь']","['r', 'a', 'z', ""b'"", 'i', ""r'"", 'i', ""s'""]",8,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('и', 'i'), ('с', ""s'""), ('ь', '-')]"
5226,"['р', 'а', 'з', 'б', 'и', 'р', 'а', 'е', 'т', 'с', 'я']","['r', 'a', 'z', ""b'"", 'i', 'r', 'a', 'j', 'i', 'c', 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('и', 'i'), ('р', 'r'), ('а', 'a'), ('е', 'ji'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
5227,"['р', 'а', 'з', 'б', 'и', 'р', 'а', 'л', 'с', 'я']","['r', 'a', 'z', ""b'"", 'i', 'r', 'a', 'l', ""s'"", 'a']",8,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('и', 'i'), ('р', 'r'), ('а', 'a'), ('л', 'l'), ('с', ""s'""), ('я', 'a')]"
5228,"['р', 'а', 'з', 'б', 'и', 'р', 'а', 'т', 'ь', 'с', 'я']","['r', 'a', 'z', ""b'"", 'i', 'r', 'a', 'c', 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('и', 'i'), ('р', 'r'), ('а', 'a'), ('т', '-'), ('ь', '-'), ('с', 'c'), ('я', 'a')]"
5229,"['р', 'а', 'з', 'б', 'и', 'р', 'а', 'ю', 'с', 'ь']","['r', 'a', 'z', ""b'"", 'i', 'r', 'a', 'j', 'u', ""s'""]",8,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('и', 'i'), ('р', 'r'), ('а', 'a'), ('ю', 'ju'), ('с', ""s'""), ('ь', '-')]"
5230,"['р', 'а', 'з', 'б', 'и', 'р', 'а', 'ю', 'т', 'с', 'я']","['r', 'a', 'z', ""b'"", 'i', 'r', 'a', 'j', 'u', 'c', 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('б', ""b'""), ('и', 'i'), ('р', 'r'), ('а', 'a'), ('ю', 'ju'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
5231,"['р', 'а', 'з', 'в', 'е']","['r', 'a', 'z', ""v'"", 'i']",87,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('в', ""v'""), ('е', 'i')]"
5232,"['р', 'а', 'з', 'в', 'е', 'р', 'н', 'у', 'л', 'а']","['r', 'a', 'z', ""v'"", 'i', 'r', 'n', 'u', 'l', 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('в', ""v'""), ('е', 'i'), ('р', 'r'), ('н', 'n'), ('у', 'u'), ('л', 'l'), ('а', 'a')]"
5233,"['р', 'а', 'з', 'в', 'е', 'с', 'е', 'л', 'и', 'л', 'о']","['r', 'a', 'z', ""v'"", 'i', ""s'"", 'i', ""l'"", 'i', 'l', 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('в', ""v'""), ('е', 'i'), ('с', ""s'""), ('е', 'i'), ('л', ""l'""), ('и', 'i'), ('л', 'l'), ('о', 'a')]"
5234,"['р', 'а', 'з', 'в', 'и', 'в', 'а', 'ю', 'т', 'с', 'я']","['r', 'a', 'z', ""v'"", 'i', 'v', 'a', 'j', 'u', 'c', 'a']",13,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('в', ""v'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('ю', 'ju'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
5235,"['р', 'а', 'з', 'в', 'о', 'д', 'а', 'м', 'и']","['r', 'a', 'z', 'v', 'o', 'd', 'a', ""m'"", 'i']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('в', 'v'), ('о', 'o'), ('д', 'd'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
5236,"['р', 'а', 'з', 'в', 'о', 'л', 'н', 'о', 'в', 'а', 'л', 'с', 'я']","['r', 'a', 'z', 'v', 'a', 'l', 'n', 'a', 'v', 'a', 'l', ""s'"", 'a']",19,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('в', 'v'), ('о', 'a'), ('л', 'l'), ('н', 'n'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('л', 'l'), ('с', ""s'""), ('я', 'a')]"
5237,"['р', 'а', 'з', 'в', 'о', 'л', 'н', 'о', 'в', 'а', 'т', 'ь', 'с', 'я']","['r', 'a', 'z', 'v', 'a', 'l', 'n', 'a', 'v', 'a', 'c', 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('в', 'v'), ('о', 'a'), ('л', 'l'), ('н', 'n'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('т', '-'), ('ь', '-'), ('с', 'c'), ('я', 'a')]"
5238,"['р', 'а', 'з', 'г', 'и', 'б', 'а', 'т', 'ь', 'с', 'я']","['r', 'a', 'z', ""g'"", 'i', 'b', 'a', 'c', 'c', 'a']",7,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', ""g'""), ('и', 'i'), ('б', 'b'), ('а', 'a'), ('т', 'c'), ('ь', '-'), ('с', 'c'), ('я', 'a')]"
5239,"['р', 'а', 'з', 'г', 'и', 'б', 'а', 'я', 'с', 'ь']","['r', 'a', 'z', ""g'"", 'i', 'b', 'a', 'i', ""s'""]",16,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', ""g'""), ('и', 'i'), ('б', 'b'), ('а', 'a'), ('я', 'i'), ('с', ""s'""), ('ь', '-')]"
5240,"['р', 'а', 'з', 'г', 'л', 'я', 'д', 'ы', 'в', 'а', 'л']","['r', 'a', 'z', 'g', ""l'"", 'a', 'd', 'y', 'v', 'a', 'l']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('л', ""l'""), ('я', 'a'), ('д', 'd'), ('ы', 'y'), ('в', 'v'), ('а', 'a'), ('л', 'l')]"
5241,"['р', 'а', 'з', 'г', 'о', 'в', 'а', 'р', 'и', 'в', 'а', 'е', 'м']","['r', 'a', 'z', 'g', 'a', 'v', 'a', ""r'"", 'i', 'v', 'a', 'i', 'm']",8,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('е', 'i'), ('м', 'm')]"
5242,"['р', 'а', 'з', 'г', 'о', 'в', 'а', 'р', 'и', 'в', 'а', 'л']","['r', 'a', 'z', 'g', 'a', 'v', 'a', ""r'"", 'i', 'v', 'a', 'l']",9,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('л', 'l')]"
5243,"['р', 'а', 'з', 'г', 'о', 'в', 'а', 'р', 'и', 'в', 'а', 'л', 'а']","['r', 'a', 'z', 'g', 'a', 'v', 'a', ""r'"", 'i', 'v', 'a', 'l', 'a']",18,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
5244,"['р', 'а', 'з', 'г', 'о', 'в', 'а', 'р', 'и', 'в', 'а', 'т', 'ь']","['r', 'a', 'z', 'g', 'a', 'v', 'a', ""r'"", 'i', 'v', 'a', ""t'""]",23,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
5245,"['р', 'а', 'з', 'г', 'о', 'в', 'а', 'р', 'и', 'в', 'а', 'я']","['r', 'a', 'z', 'g', 'a', 'v', 'a', ""r'"", 'i', 'v', 'a', 'i']",11,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('я', 'i')]"
5246,"['р', 'а', 'з', 'г', 'о', 'в', 'о', 'р']","['r', 'a', 'z', 'g', 'a', 'v', 'o', 'r']",87,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('о', 'o'), ('р', 'r')]"
5248,"['р', 'а', 'з', 'г', 'о', 'в', 'о', 'р', 'а', 'х']","['r', 'a', 'z', 'g', 'a', 'v', 'o', 'r', 'a', 'h']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('о', 'o'), ('р', 'r'), ('а', 'a'), ('х', 'h')]"
5249,"['р', 'а', 'з', 'г', 'о', 'в', 'о', 'р', 'о', 'м']","['r', 'a', 'z', 'g', 'a', 'v', 'o', 'r', 'a', 'm']",6,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('о', 'o'), ('р', 'r'), ('о', 'a'), ('м', 'm')]"
5250,"['р', 'а', 'з', 'г', 'о', 'в', 'о', 'р', 'у']","['r', 'a', 'z', 'g', 'a', 'v', 'o', 'r', 'u']",8,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('о', 'o'), ('р', 'r'), ('у', 'u')]"
5251,"['р', 'а', 'з', 'г', 'о', 'в', 'о', 'р', 'ы']","['r', 'a', 'z', 'g', 'a', 'v', 'o', 'r', 'y']",29,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('о', 'o'), ('р', 'r'), ('ы', 'y')]"
5252,"['р', 'а', 'з', 'г', 'о', 'н', 'а']","['r', 'a', 'z', 'g', 'o', 'n', 'a']",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('о', 'o'), ('н', 'n'), ('а', 'a')]"
5253,"['р', 'а', 'з', 'г', 'р', 'у', 'з', 'и', 'т', 'ь']","['r', 'a', 'z', 'g', 'r', 'u', ""z'"", 'i', ""t'""]",3,"[('р', 'r'), ('а', 'a'), ('з', 'z'), ('г', 'g'), ('р', 'r'), ('у', 'u'), ('з', ""z'""), ('и', 'i'), ('т', ""t'""), ('ь', '-')]"
